row_id,order_date,ship_date,ship_mode,customer_name,segment,city,state,region,category,sub_category,sales,quantity,discount,profit,year,shipping_days,ship_status
839,2016-03-07,2016-03-12,Standard Class,Ed Braxton,Corporate,Fort Worth,Texas,Central,Technology,Phones,21.072,3,0.2,1.5804,2016,5,Standard delivery
840,2015-11-20,2015-11-25,Standard Class,Brian Moss,Corporate,New York City,New York,East,Office Supplies,Art,60.45,3,0.0,16.3215,2015,5,Standard delivery
841,2015-11-20,2015-11-25,Standard Class,Brian Moss,Corporate,New York City,New York,East,Office Supplies,Art,11.52,4,0.0,3.3408,2015,5,Standard delivery
842,2015-11-20,2015-11-25,Standard Class,Brian Moss,Corporate,New York City,New York,East,Furniture,Bookcases,186.048,4,0.2,9.3024,2015,5,Standard delivery
843,2016-11-07,2016-11-09,First Class,Eudokia Martin,Corporate,Los Angeles,California,West,Office Supplies,Binders,37.44,4,0.2,11.7,2016,2,Fast delivery
844,2016-11-07,2016-11-09,First Class,Eudokia Martin,Corporate,Los Angeles,California,West,Office Supplies,Binders,26.976,4,0.2,8.7672,2016,2,Fast delivery
845,2016-11-07,2016-11-09,First Class,Eudokia Martin,Corporate,Los Angeles,California,West,Office Supplies,Supplies,11.36,2,0.0,3.2944,2016,2,Fast delivery
846,2016-11-07,2016-11-09,First Class,Eudokia Martin,Corporate,Los Angeles,California,West,Office Supplies,Labels,14.62,2,0.0,6.8714,2016,2,Fast delivery
847,2015-10-13,2015-10-17,Standard Class,Art Foster,Consumer,Louisville,Kentucky,South,Technology,Phones,83.72,7,0.0,23.4416,2015,4,Standard delivery
848,2015-10-13,2015-10-17,Standard Class,Art Foster,Consumer,Louisville,Kentucky,South,Furniture,Chairs,287.94,3,0.0,77.7438,2015,4,Standard delivery
849,2017-01-01,2017-01-06,Standard Class,Guy Armstrong,Consumer,Lorain,Ohio,East,Furniture,Furnishings,48.896,4,0.2,8.5568,2017,5,Standard delivery
850,2014-02-07,2014-02-12,Standard Class,Cyma Kinney,Corporate,Linden,New Jersey,East,Technology,Accessories,115.36,7,0.0,49.6048,2014,5,Standard delivery
851,2016-06-20,2016-06-25,Second Class,Dave Poirier,Corporate,Salinas,California,West,Office Supplies,Art,5.16,2,0.0,1.3416,2016,5,Standard delivery
852,2016-06-20,2016-06-25,Second Class,Dave Poirier,Corporate,Salinas,California,West,Office Supplies,Paper,38.88,6,0.0,18.6624,2016,5,Standard delivery
853,2016-05-28,2016-06-04,Standard Class,Valerie Dominguez,Consumer,Jackson,Mississippi,South,Office Supplies,Art,185.88,6,0.0,50.1876,2016,7,Delayed delivery
854,2016-02-19,2016-02-24,Standard Class,Greg Tran,Consumer,New York City,New York,East,Furniture,Furnishings,44.46,2,0.0,14.6718,2016,5,Standard delivery
855,2016-02-19,2016-02-24,Standard Class,Greg Tran,Consumer,New York City,New York,East,Office Supplies,Storage,242.94,3,0.0,9.7176,2016,5,Standard delivery
856,2014-08-03,2014-08-08,Standard Class,Berenike Kampe,Consumer,New York City,New York,East,Office Supplies,Paper,39.96,2,0.0,18.7812,2014,5,Standard delivery
857,2014-08-03,2014-08-08,Standard Class,Berenike Kampe,Consumer,New York City,New York,East,Office Supplies,Supplies,102.3,10,0.0,26.598,2014,5,Standard delivery
858,2014-08-03,2014-08-08,Standard Class,Berenike Kampe,Consumer,New York City,New York,East,Office Supplies,Storage,21.36,2,0.0,5.7672,2014,5,Standard delivery
859,2017-04-10,2017-04-15,Standard Class,Sanjit Jacobs,Home Office,New Brunswick,New Jersey,East,Office Supplies,Paper,7.61,1,0.0,3.5767,2017,5,Standard delivery
860,2017-04-10,2017-04-15,Standard Class,Sanjit Jacobs,Home Office,New Brunswick,New Jersey,East,Office Supplies,Fasteners,7.16,2,0.0,3.58,2017,5,Standard delivery
861,2014-06-09,2014-06-16,Standard Class,Chuck Magee,Consumer,San Francisco,California,West,Office Supplies,Supplies,7.36,2,0.0,0.1472,2014,7,Delayed delivery
862,2014-06-09,2014-06-16,Standard Class,Chuck Magee,Consumer,San Francisco,California,West,Office Supplies,Art,23.1,2,0.0,10.626,2014,7,Delayed delivery
863,2016-01-05,2016-01-07,Second Class,Anthony Johnson,Corporate,Jacksonville,Florida,South,Technology,Accessories,191.472,6,0.2,40.6878,2016,2,Fast delivery
864,2016-01-05,2016-01-07,Second Class,Anthony Johnson,Corporate,Jacksonville,Florida,South,Office Supplies,Art,5.248,2,0.2,0.5904,2016,2,Fast delivery
865,2016-01-05,2016-01-07,Second Class,Anthony Johnson,Corporate,Jacksonville,Florida,South,Technology,Phones,59.184,2,0.2,5.1786,2016,2,Fast delivery
866,2014-01-10,2014-01-15,Standard Class,Anthony Jacobs,Corporate,Springfield,Virginia,South,Office Supplies,Labels,2.89,1,0.0,1.3583,2014,5,Standard delivery
867,2014-01-10,2014-01-15,Standard Class,Anthony Jacobs,Corporate,Springfield,Virginia,South,Furniture,Furnishings,51.94,1,0.0,21.2954,2014,5,Standard delivery
868,2016-09-29,2016-10-02,First Class,Linda Southworth,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,15.936,4,0.2,5.1792,2016,3,Standard delivery
869,2014-04-06,2014-04-10,Standard Class,Guy Phonely,Corporate,Lancaster,Pennsylvania,East,Office Supplies,Binders,44.91,6,0.7,-35.928,2014,4,Standard delivery
870,2016-09-03,2016-09-05,First Class,Paul Knutson,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,1141.47,5,0.7,-760.98,2016,2,Fast delivery
871,2016-09-03,2016-09-05,First Class,Paul Knutson,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones,280.782,3,0.4,-46.797,2016,2,Fast delivery
872,2015-10-19,2015-10-20,First Class,Tracy Blumstein,Consumer,Concord,New Hampshire,East,Office Supplies,Paper,34.44,3,0.0,17.22,2015,1,Fast delivery
873,2014-12-10,2014-12-15,Standard Class,Sally Matthias,Consumer,New York City,New York,East,Office Supplies,Paper,11.36,2,0.0,5.2256,2014,5,Standard delivery
874,2014-12-10,2014-12-15,Standard Class,Sally Matthias,Consumer,New York City,New York,East,Office Supplies,Binders,106.344,7,0.2,37.2204,2014,5,Standard delivery
875,2017-08-25,2017-08-29,Standard Class,Guy Armstrong,Consumer,Charlotte,North Carolina,South,Office Supplies,Paper,192.16,5,0.2,67.256,2017,4,Standard delivery
876,2016-01-17,2016-01-21,Standard Class,Chuck Clark,Home Office,Concord,New Hampshire,East,Furniture,Furnishings,322.59,3,0.0,64.518,2016,4,Standard delivery
877,2016-01-17,2016-01-21,Standard Class,Chuck Clark,Home Office,Concord,New Hampshire,East,Technology,Accessories,29.99,1,0.0,13.1956,2016,4,Standard delivery
878,2016-01-17,2016-01-21,Standard Class,Chuck Clark,Home Office,Concord,New Hampshire,East,Technology,Accessories,371.97,3,0.0,66.9546,2016,4,Standard delivery
879,2014-09-17,2014-09-21,Standard Class,Anthony Garverick,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,5.892,4,0.7,-4.1244,2014,4,Standard delivery
880,2017-11-30,2017-12-02,Second Class,Harold Pawlan,Home Office,New York City,New York,East,Office Supplies,Binders,68.472,3,0.2,23.1093,2017,2,Fast delivery
881,2017-11-30,2017-12-02,Second Class,Harold Pawlan,Home Office,New York City,New York,East,Furniture,Chairs,1242.9,5,0.1,262.39,2017,2,Fast delivery
882,2015-10-09,2015-10-13,Standard Class,Dave Kipp,Consumer,Springfield,Virginia,South,Office Supplies,Storage,30.84,2,0.0,8.3268,2015,4,Standard delivery
883,2017-12-23,2017-12-23,Same Day,Gary Zandusky,Consumer,San Francisco,California,West,Office Supplies,Art,13.48,4,0.0,5.9312,2017,0,Fast delivery
884,2016-10-22,2016-10-24,First Class,Peter McVee,Home Office,Detroit,Michigan,Central,Furniture,Furnishings,31.4,5,0.0,10.048,2016,2,Fast delivery
885,2014-04-29,2014-05-04,Standard Class,Lauren Leatherbury,Consumer,Rochester,New York,East,Furniture,Furnishings,17.46,2,0.0,5.9364,2014,5,Standard delivery
886,2015-04-25,2015-04-28,Second Class,Jill Stevenson,Corporate,Los Angeles,California,West,Office Supplies,Binders,13.944,3,0.2,4.5318,2015,3,Standard delivery
887,2017-06-26,2017-07-02,Standard Class,Olvera Toch,Consumer,San Diego,California,West,Office Supplies,Storage,83.76,12,0.0,1.6752,2017,6,Standard delivery
888,2017-10-14,2017-10-19,Standard Class,Ed Ludwig,Home Office,Columbia,Maryland,East,Office Supplies,Binders,37.66,7,0.0,18.4534,2017,5,Standard delivery
889,2014-12-09,2014-12-16,Standard Class,Cyma Kinney,Corporate,San Francisco,California,West,Office Supplies,Paper,34.68,6,0.0,16.9932,2014,7,Delayed delivery
890,2017-06-20,2017-06-26,Standard Class,Jeremy Ellison,Consumer,New Rochelle,New York,East,Technology,Accessories,149.95,5,0.0,14.995,2017,6,Standard delivery
891,2017-06-20,2017-06-26,Standard Class,Jeremy Ellison,Consumer,New Rochelle,New York,East,Office Supplies,Binders,51.312,3,0.2,18.6006,2017,6,Standard delivery
892,2017-06-26,2017-06-27,First Class,Tracy Hopkins,Home Office,Detroit,Michigan,Central,Office Supplies,Paper,4.54,1,0.0,2.043,2017,1,Fast delivery
893,2017-06-26,2017-06-27,First Class,Tracy Hopkins,Home Office,Detroit,Michigan,Central,Office Supplies,Art,15.92,4,0.0,5.4128,2017,1,Fast delivery
894,2017-06-26,2017-06-27,First Class,Tracy Hopkins,Home Office,Detroit,Michigan,Central,Technology,Phones,543.92,8,0.0,135.98,2017,1,Fast delivery
895,2016-11-10,2016-11-12,First Class,Pamela Coakley,Corporate,San Francisco,California,West,Office Supplies,Storage,155.82,7,0.0,42.0714,2016,2,Fast delivery
896,2016-11-10,2016-11-12,First Class,Pamela Coakley,Corporate,San Francisco,California,West,Office Supplies,Binders,70.008,3,0.2,24.5028,2016,2,Fast delivery
897,2016-10-03,2016-10-06,Second Class,Hunter Lopez,Consumer,Houston,Texas,Central,Office Supplies,Envelopes,15.648,2,0.2,5.0856,2016,3,Standard delivery
898,2014-09-09,2014-09-15,Standard Class,Maribeth Schnelling,Consumer,Detroit,Michigan,Central,Office Supplies,Labels,103.6,7,0.0,51.8,2014,6,Standard delivery
899,2017-10-29,2017-10-31,Second Class,George Bell,Corporate,Auburn,New York,East,Office Supplies,Paper,46.96,8,0.0,22.5408,2017,2,Fast delivery
900,2016-04-10,2016-04-12,First Class,Justin Ritter,Corporate,Springfield,Ohio,East,Office Supplies,Binders,8.904,2,0.7,-6.5296,2016,2,Fast delivery
901,2017-11-11,2017-11-13,First Class,Tamara Dahlen,Consumer,Garland,Texas,Central,Office Supplies,Labels,10.44,5,0.2,3.393,2017,2,Fast delivery
902,2017-11-11,2017-11-13,First Class,Tamara Dahlen,Consumer,Garland,Texas,Central,Office Supplies,Binders,18.336,4,0.8,-32.088,2017,2,Fast delivery
903,2017-09-15,2017-09-17,First Class,Dave Brooks,Consumer,Chicago,Illinois,Central,Technology,Phones,323.976,3,0.2,20.2485,2017,2,Fast delivery
904,2016-04-08,2016-04-12,Standard Class,Logan Currie,Consumer,Los Angeles,California,West,Office Supplies,Paper,20.04,3,0.0,9.6192,2016,4,Standard delivery
905,2016-04-08,2016-04-12,Standard Class,Logan Currie,Consumer,Los Angeles,California,West,Office Supplies,Storage,64.96,2,0.0,2.5984,2016,4,Standard delivery
906,2016-04-08,2016-04-12,Standard Class,Logan Currie,Consumer,Los Angeles,California,West,Office Supplies,Paper,12.96,2,0.0,6.2208,2016,4,Standard delivery
907,2017-12-30,2018-01-03,Standard Class,Patrick O'Donnell,Consumer,New York City,New York,East,Furniture,Bookcases,323.136,4,0.2,12.1176,2017,4,Standard delivery
908,2017-12-30,2018-01-03,Standard Class,Patrick O'Donnell,Consumer,New York City,New York,East,Technology,Phones,90.93,7,0.0,2.7279,2017,4,Standard delivery
909,2017-12-30,2018-01-03,Standard Class,Patrick O'Donnell,Consumer,New York City,New York,East,Office Supplies,Binders,52.776,3,0.2,19.791,2017,4,Standard delivery
910,2017-09-02,2017-09-07,Standard Class,Bill Eplett,Home Office,Jackson,Michigan,Central,Technology,Phones,1199.8,4,0.0,323.946,2017,5,Standard delivery
911,2017-09-02,2017-09-07,Standard Class,Bill Eplett,Home Office,Jackson,Michigan,Central,Technology,Accessories,1928.78,7,0.0,829.3754,2017,5,Standard delivery
912,2017-09-02,2017-09-07,Standard Class,Bill Eplett,Home Office,Jackson,Michigan,Central,Office Supplies,Storage,352.38,2,0.0,81.0474,2017,5,Standard delivery
913,2015-05-31,2015-06-07,Standard Class,Sample Company A,Home Office,Norwich,Connecticut,East,Furniture,Furnishings,22.2,6,0.0,9.102,2015,7,Delayed delivery
914,2017-11-27,2017-11-29,First Class,Brian Moss,Corporate,Milwaukee,Wisconsin,Central,Furniture,Furnishings,46.94,1,0.0,19.2454,2017,2,Fast delivery
915,2017-11-27,2017-11-29,First Class,Brian Moss,Corporate,Milwaukee,Wisconsin,Central,Technology,Accessories,143.73,9,0.0,56.0547,2017,2,Fast delivery
916,2014-06-15,2014-06-21,Standard Class,Kelly Lampkin,Corporate,San Antonio,Texas,Central,Furniture,Tables,99.918,2,0.3,-18.5562,2014,6,Standard delivery
917,2014-06-15,2014-06-21,Standard Class,Kelly Lampkin,Corporate,San Antonio,Texas,Central,Furniture,Chairs,797.944,4,0.3,-56.996,2014,6,Standard delivery
918,2014-06-15,2014-06-21,Standard Class,Kelly Lampkin,Corporate,San Antonio,Texas,Central,Office Supplies,Binders,8.568,3,0.8,-14.5656,2014,6,Standard delivery
919,2016-03-05,2016-03-11,Standard Class,Rob Williams,Corporate,Dallas,Texas,Central,Office Supplies,Envelopes,149.352,3,0.2,50.4063,2016,6,Standard delivery
920,2016-03-05,2016-03-11,Standard Class,Rob Williams,Corporate,Dallas,Texas,Central,Office Supplies,Storage,12.992,1,0.2,-0.812,2016,6,Standard delivery
921,2014-12-05,2014-12-12,Standard Class,Roy Collins,Consumer,Alexandria,Virginia,South,Office Supplies,Storage,24.56,2,0.0,6.8768,2014,7,Delayed delivery
922,2015-04-11,2015-04-15,Standard Class,Sanjit Engle,Consumer,New York City,New York,East,Technology,Accessories,85.14,3,0.0,34.9074,2015,4,Standard delivery
923,2015-04-11,2015-04-15,Standard Class,Sanjit Engle,Consumer,New York City,New York,East,Technology,Phones,21.99,1,0.0,10.5552,2015,4,Standard delivery
924,2015-04-11,2015-04-15,Standard Class,Sanjit Engle,Consumer,New York City,New York,East,Office Supplies,Appliances,406.6,5,0.0,113.848,2015,4,Standard delivery
925,2016-09-15,2016-09-20,Standard Class,Adam Hart,Corporate,New York City,New York,East,Office Supplies,Binders,841.568,2,0.2,294.5488,2016,5,Standard delivery
926,2014-09-13,2014-09-16,First Class,Jessica Myrick,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.552,3,0.2,5.4432,2014,3,Standard delivery
927,2014-09-13,2014-09-16,First Class,Jessica Myrick,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,252.0,5,0.2,53.55,2014,3,Standard delivery
928,2015-10-05,2015-10-09,Standard Class,Joel Jenkins,Home Office,Springfield,Virginia,South,Office Supplies,Art,46.2,4,0.0,12.936,2015,4,Standard delivery
929,2015-10-05,2015-10-09,Standard Class,Joel Jenkins,Home Office,Springfield,Virginia,South,Office Supplies,Appliances,28.84,2,0.0,9.5172,2015,4,Standard delivery
930,2017-04-14,2017-04-17,First Class,Alan Barnes,Consumer,Toledo,Ohio,East,Office Supplies,Art,14.592,3,0.2,2.5536,2017,3,Standard delivery
931,2017-04-14,2017-04-17,First Class,Alan Barnes,Consumer,Toledo,Ohio,East,Office Supplies,Art,89.856,3,0.2,21.3408,2017,3,Standard delivery
932,2017-04-14,2017-04-17,First Class,Alan Barnes,Consumer,Toledo,Ohio,East,Office Supplies,Paper,13.872,3,0.2,5.0286,2017,3,Standard delivery
933,2017-09-02,2017-09-06,Standard Class,Ralph Kennedy,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,12.192,3,0.2,4.1148,2017,4,Standard delivery
934,2016-06-20,2016-06-24,Standard Class,Catherine Glotzbach,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,45.056,8,0.2,15.2064,2016,4,Standard delivery
935,2016-06-20,2016-06-24,Standard Class,Catherine Glotzbach,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,29.718,6,0.7,-21.7932,2016,4,Standard delivery
936,2016-06-20,2016-06-24,Standard Class,Catherine Glotzbach,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.552,3,0.2,5.4432,2016,4,Standard delivery
937,2016-06-20,2016-06-24,Standard Class,Catherine Glotzbach,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,447.696,2,0.2,33.5772,2016,4,Standard delivery
938,2017-11-05,2017-11-06,First Class,Ruben Ausman,Corporate,Farmington,New Mexico,West,Technology,Accessories,159.99,1,0.0,54.3966,2017,1,Fast delivery
939,2015-12-13,2015-12-17,Standard Class,Rachel Payne,Corporate,Riverside,California,West,Office Supplies,Paper,12.96,2,0.0,6.2208,2015,4,Standard delivery
940,2015-12-13,2015-12-17,Standard Class,Rachel Payne,Corporate,Riverside,California,West,Office Supplies,Appliances,134.48,4,0.0,34.9648,2015,4,Standard delivery
941,2016-06-19,2016-06-20,First Class,Karen Carlisle,Corporate,San Francisco,California,West,Office Supplies,Paper,17.12,2,0.0,8.0464,2016,1,Fast delivery
942,2016-12-13,2016-12-20,Standard Class,Rob Williams,Corporate,Torrance,California,West,Office Supplies,Binders,6.096,2,0.2,2.2098,2016,7,Delayed delivery
943,2016-12-13,2016-12-20,Standard Class,Rob Williams,Corporate,Torrance,California,West,Furniture,Tables,1114.272,4,0.2,41.7852,2016,7,Delayed delivery
944,2015-05-29,2015-06-03,Standard Class,John Lucas,Consumer,Seattle,Washington,West,Office Supplies,Paper,32.4,5,0.0,15.552,2015,5,Standard delivery
945,2015-05-29,2015-06-03,Standard Class,John Lucas,Consumer,Seattle,Washington,West,Office Supplies,Storage,540.57,3,0.0,140.5482,2015,5,Standard delivery
946,2015-05-29,2015-06-03,Standard Class,John Lucas,Consumer,Seattle,Washington,West,Office Supplies,Binders,167.76,5,0.2,62.91,2015,5,Standard delivery
947,2015-07-26,2015-07-28,First Class,Cynthia Arntzen,Consumer,Mesa,Arizona,West,Furniture,Tables,393.165,3,0.5,-204.4458,2015,2,Fast delivery
948,2017-11-28,2017-12-02,Standard Class,Ross Baird,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,516.488,7,0.2,-12.9122,2017,4,Standard delivery
949,2017-11-28,2017-12-02,Standard Class,Ross Baird,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,1007.232,6,0.2,75.5424,2017,4,Standard delivery
950,2017-11-28,2017-12-02,Standard Class,Ross Baird,Home Office,Philadelphia,Pennsylvania,East,Furniture,Tables,2065.32,12,0.4,-619.596,2017,4,Standard delivery
951,2017-11-28,2017-12-02,Standard Class,Ross Baird,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.552,3,0.2,5.4432,2017,4,Standard delivery
952,2017-11-28,2017-12-02,Standard Class,Ross Baird,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,25.344,6,0.2,7.92,2017,4,Standard delivery
953,2017-04-03,2017-04-07,Standard Class,Katherine Hughes,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,25.472,4,0.2,7.6416,2017,4,Standard delivery
954,2017-12-28,2018-01-01,Standard Class,Greg Hansen,Consumer,Round Rock,Texas,Central,Office Supplies,Art,27.168,2,0.2,2.7168,2017,4,Standard delivery
955,2017-12-28,2018-01-01,Standard Class,Greg Hansen,Consumer,Round Rock,Texas,Central,Furniture,Bookcases,78.8528,2,0.32,-11.596,2017,4,Standard delivery
956,2017-11-30,2017-12-04,Standard Class,Scott Williamson,Consumer,Jackson,Mississippi,South,Office Supplies,Storage,173.8,5,0.0,43.45,2017,4,Standard delivery
957,2017-05-15,2017-05-18,Second Class,Joseph Airdo,Consumer,Phoenix,Arizona,West,Technology,Phones,29.592,1,0.2,2.5893,2017,3,Standard delivery
958,2017-05-15,2017-05-18,Second Class,Joseph Airdo,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,4.752,2,0.7,-3.168,2017,3,Standard delivery
959,2017-05-15,2017-05-18,Second Class,Joseph Airdo,Consumer,Phoenix,Arizona,West,Office Supplies,Paper,15.552,3,0.2,5.6376,2017,3,Standard delivery
960,2015-09-22,2015-09-22,Same Day,Daniel Lacy,Consumer,Oceanside,California,West,Furniture,Furnishings,204.6,2,0.0,53.196,2015,0,Fast delivery
961,2017-11-14,2017-11-19,Standard Class,Lindsay Williams,Corporate,San Francisco,California,West,Furniture,Chairs,321.568,2,0.2,28.1372,2017,5,Standard delivery
962,2015-11-27,2015-12-01,Standard Class,Thomas Brumley,Home Office,Fayetteville,Arkansas,South,Office Supplies,Binders,6.24,2,0.0,3.0576,2015,4,Standard delivery
963,2016-09-01,2016-09-04,First Class,Cynthia Voltz,Corporate,San Francisco,California,West,Office Supplies,Envelopes,21.88,2,0.0,10.94,2016,3,Standard delivery
964,2014-09-22,2014-09-24,Second Class,Maribeth Schnelling,Consumer,Boca Raton,Florida,South,Office Supplies,Labels,4.608,2,0.2,1.6704,2014,2,Fast delivery
965,2017-04-09,2017-04-11,First Class,Bryan Spruell,Home Office,New York City,New York,East,Office Supplies,Labels,9.82,2,0.0,4.8118,2017,2,Fast delivery
966,2017-04-09,2017-04-11,First Class,Bryan Spruell,Home Office,New York City,New York,East,Office Supplies,Art,35.97,3,0.0,9.7119,2017,2,Fast delivery
967,2017-04-09,2017-04-11,First Class,Bryan Spruell,Home Office,New York City,New York,East,Office Supplies,Paper,12.96,2,0.0,6.2208,2017,2,Fast delivery
968,2017-04-09,2017-04-11,First Class,Bryan Spruell,Home Office,New York City,New York,East,Office Supplies,Paper,191.6,4,0.0,91.968,2017,2,Fast delivery
969,2017-04-09,2017-04-11,First Class,Bryan Spruell,Home Office,New York City,New York,East,Office Supplies,Labels,8.64,3,0.0,4.2336,2017,2,Fast delivery
970,2017-04-09,2017-04-11,First Class,Bryan Spruell,Home Office,New York City,New York,East,Office Supplies,Storage,501.81,3,0.0,0.0,2017,2,Fast delivery
971,2014-01-16,2014-01-18,Second Class,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,127.104,6,0.2,28.5984,2014,2,Fast delivery
972,2014-01-16,2014-01-18,Second Class,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,124.2,3,0.4,-31.05,2014,2,Fast delivery
973,2014-01-16,2014-01-18,Second Class,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,18.588,2,0.7,-13.6312,2014,2,Fast delivery
974,2014-01-16,2014-01-18,Second Class,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,30.072,3,0.2,10.1493,2014,2,Fast delivery
975,2017-10-05,2017-10-08,Second Class,Phillina Ober,Home Office,New York City,New York,East,Technology,Phones,160.93,7,0.0,3.2186,2017,3,Standard delivery
976,2017-10-05,2017-10-08,Second Class,Phillina Ober,Home Office,New York City,New York,East,Office Supplies,Binders,75.792,3,0.2,25.5798,2017,3,Standard delivery
977,2017-07-09,2017-07-15,Standard Class,Tamara Dahlen,Consumer,Portland,Oregon,West,Office Supplies,Binders,1.08,2,0.7,-0.792,2017,6,Standard delivery
978,2017-01-07,2017-01-10,First Class,Bart Watters,Corporate,Detroit,Michigan,Central,Technology,Machines,3059.982,2,0.1,679.996,2017,3,Standard delivery
979,2016-05-30,2016-05-31,First Class,Robert Waldorf,Consumer,Wilmington,North Carolina,South,Office Supplies,Binders,3.282,2,0.7,-2.6256,2016,1,Fast delivery
980,2015-12-09,2015-12-12,First Class,Ken Brennan,Corporate,Columbus,Indiana,Central,Office Supplies,Paper,34.02,3,0.0,16.6698,2015,3,Standard delivery
981,2016-10-03,2016-10-08,Standard Class,Emily Burns,Consumer,New York City,New York,East,Furniture,Chairs,599.292,6,0.1,93.2232,2016,5,Standard delivery
982,2014-11-11,2014-11-14,Second Class,Tracy Zic,Consumer,Louisville,Colorado,West,Office Supplies,Art,3.392,1,0.2,0.8056,2014,3,Standard delivery
983,2014-11-11,2014-11-14,Second Class,Tracy Zic,Consumer,Louisville,Colorado,West,Technology,Phones,559.984,2,0.2,55.9984,2014,3,Standard delivery
984,2014-11-11,2014-11-14,Second Class,Tracy Zic,Consumer,Louisville,Colorado,West,Furniture,Chairs,603.92,5,0.2,75.49,2014,3,Standard delivery
985,2017-09-29,2017-10-05,Standard Class,Ann Steele,Home Office,Pasadena,Texas,Central,Office Supplies,Labels,7.968,2,0.2,2.5896,2017,6,Standard delivery
986,2017-09-29,2017-10-05,Standard Class,Ann Steele,Home Office,Pasadena,Texas,Central,Office Supplies,Envelopes,27.968,4,0.2,9.4392,2017,6,Standard delivery
987,2017-09-29,2017-10-05,Standard Class,Ann Steele,Home Office,Pasadena,Texas,Central,Technology,Machines,336.51,3,0.4,44.868,2017,6,Standard delivery
988,2015-03-10,2015-03-10,Same Day,Toby Swindell,Consumer,Houston,Texas,Central,Office Supplies,Binders,1.112,2,0.8,-1.8904,2015,0,Fast delivery
989,2017-05-21,2017-05-26,Standard Class,John Grady,Corporate,Auburn,New York,East,Furniture,Furnishings,520.05,5,0.0,72.807,2017,5,Standard delivery
990,2017-05-21,2017-05-26,Standard Class,John Grady,Corporate,Auburn,New York,East,Office Supplies,Art,17.97,3,0.0,5.2113,2017,5,Standard delivery
991,2015-03-29,2015-03-31,Second Class,Sara Luxemburg,Home Office,Jacksonville,Florida,South,Furniture,Chairs,1166.92,5,0.2,131.2785,2015,2,Fast delivery
992,2016-09-09,2016-09-11,First Class,Troy Staebel,Consumer,New York City,New York,East,Office Supplies,Binders,14.624,2,0.2,5.484,2016,2,Fast delivery
993,2016-08-26,2016-08-27,First Class,Roland Fjeld,Consumer,San Jose,California,West,Office Supplies,Fasteners,10.23,3,0.0,4.9104,2016,1,Fast delivery
994,2016-08-26,2016-08-27,First Class,Roland Fjeld,Consumer,San Jose,California,West,Office Supplies,Paper,154.9,5,0.0,69.705,2016,1,Fast delivery
995,2014-05-21,2014-05-25,Standard Class,Mitch Willingham,Corporate,Virginia Beach,Virginia,South,Office Supplies,Binders,2715.93,7,0.0,1276.4871,2014,4,Standard delivery
996,2014-05-21,2014-05-25,Standard Class,Mitch Willingham,Corporate,Virginia Beach,Virginia,South,Technology,Phones,617.97,3,0.0,173.0316,2014,4,Standard delivery
997,2015-10-28,2015-11-03,Standard Class,Rob Dowd,Consumer,Henderson,Kentucky,South,Office Supplies,Envelopes,10.67,1,0.0,4.9082,2015,6,Standard delivery
998,2015-10-28,2015-11-03,Standard Class,Rob Dowd,Consumer,Henderson,Kentucky,South,Office Supplies,Storage,36.63,3,0.0,9.8901,2015,6,Standard delivery
999,2015-10-28,2015-11-03,Standard Class,Rob Dowd,Consumer,Henderson,Kentucky,South,Furniture,Furnishings,24.1,5,0.0,9.158,2015,6,Standard delivery
1000,2015-10-28,2015-11-03,Standard Class,Rob Dowd,Consumer,Henderson,Kentucky,South,Furniture,Furnishings,33.11,7,0.0,12.9129,2015,6,Standard delivery
1001,2016-11-13,2016-11-17,Standard Class,Frank Merwin,Home Office,Vancouver,Washington,West,Office Supplies,Art,44.02,2,0.0,11.4452,2016,4,Standard delivery
1002,2015-07-31,2015-07-31,Same Day,Rick Hansen,Consumer,New York City,New York,East,Technology,Accessories,2309.65,7,0.0,762.1845,2015,0,Fast delivery
1003,2015-07-31,2015-07-31,Same Day,Rick Hansen,Consumer,New York City,New York,East,Furniture,Tables,1090.782,7,0.4,-290.8752,2015,0,Fast delivery
